model,run,scenario_id,decision_type,param,true,llm,lu,fd,corpus,llm_match,lu_match,fd_match
gemini,02,22,HVAC,seer,14.0,14.0,13.0,13.0,14.0,,,
gemini,02,22,HVAC,hvac_age,19.0,18.0,18.0,13.0,15.0,,,
gemini,02,22,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,23,HVAC,r_value,17.0,15.0,15.5,15.0,16.0,,,
gemini,02,23,HVAC,seer,14.0,14.0,13.0,13.0,14.0,,,
gemini,02,23,HVAC,hvac_age,19.0,18.0,18.0,13.0,15.0,,,
gemini,02,23,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,24,HVAC,r_value,11.0,9.0,10.0,15.0,9.0,,,
gemini,02,24,HVAC,seer,12.0,10.0,10.0,13.0,13.0,,,
gemini,02,24,HVAC,hvac_age,25.0,25.0,25.5,13.0,21.0,,,
gemini,02,24,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,25,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,02,25,HVAC,seer,12.0,13.0,10.0,13.0,13.0,,,
gemini,02,25,HVAC,hvac_age,26.0,15.0,25.5,13.0,21.0,,,
gemini,02,25,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,26,HVAC,r_value,10.0,9.0,10.0,15.0,9.0,,,
gemini,02,26,HVAC,seer,11.0,10.0,10.0,13.0,13.0,,,
gemini,02,26,HVAC,hvac_age,30.0,25.0,25.5,13.0,21.0,,,
gemini,02,26,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,27,HVAC,r_value,14.0,15.0,15.5,15.0,16.0,,,
gemini,02,27,HVAC,seer,8.0,14.0,9.0,13.0,12.0,,,
gemini,02,27,HVAC,hvac_age,95.0,12.0,60.0,13.0,18.0,,,
gemini,02,27,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,28,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,02,28,HVAC,seer,9.0,10.0,9.0,13.0,13.0,,,
gemini,02,28,HVAC,hvac_age,35.0,15.0,35.5,13.0,26.0,,,
gemini,02,28,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,29,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,02,29,HVAC,seer,10.0,10.0,9.0,13.0,13.0,,,
gemini,02,29,HVAC,hvac_age,30.0,15.0,35.5,13.0,26.0,,,
gemini,02,29,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,30,HVAC,r_value,17.0,15.0,15.5,15.0,16.0,,,
gemini,02,30,HVAC,seer,13.0,14.0,13.0,13.0,14.0,,,
gemini,02,30,HVAC,hvac_age,18.0,18.0,18.0,13.0,15.0,,,
gemini,02,30,HVAC,occupancy_context,,,,,,False,True,False
gemini,02,31,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
gemini,02,31,HVAC,seer,16.0,15.0,13.0,13.0,16.0,,,
gemini,02,31,HVAC,hvac_age,8.0,8.0,8.0,13.0,5.0,,,
gemini,02,31,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,32,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,02,32,HVAC,seer,11.0,13.0,10.0,13.0,13.0,,,
gemini,02,32,HVAC,hvac_age,25.0,21.0,25.5,13.0,21.0,,,
gemini,02,32,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,33,HVAC,r_value,11.0,11.0,10.0,15.0,9.0,,,
gemini,02,33,HVAC,seer,11.0,10.0,10.0,13.0,13.0,,,
gemini,02,33,HVAC,hvac_age,28.0,25.0,25.5,13.0,21.0,,,
gemini,02,33,HVAC,occupancy_context,,,,,,False,False,False
gemini,02,34,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,02,34,HVAC,seer,10.0,14.0,9.0,13.0,13.0,,,
gemini,02,34,HVAC,hvac_age,28.0,15.0,35.5,13.0,26.0,,,
gemini,02,34,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,35,HVAC,r_value,9.0,13.0,10.0,15.0,9.0,,,
gemini,02,35,HVAC,seer,11.0,14.0,10.0,13.0,13.0,,,
gemini,02,35,HVAC,hvac_age,25.0,15.0,25.5,13.0,21.0,,,
gemini,02,35,HVAC,occupancy_context,,,,,,False,False,False
gemini,02,36,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,02,36,HVAC,seer,14.0,14.0,13.0,13.0,15.0,,,
gemini,02,36,HVAC,hvac_age,12.0,13.0,13.0,13.0,10.0,,,
gemini,02,36,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,37,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,02,37,HVAC,seer,15.0,15.0,13.0,13.0,16.0,,,
gemini,02,37,HVAC,hvac_age,8.0,8.0,8.0,13.0,5.0,,,
gemini,02,37,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,38,HVAC,r_value,21.0,19.0,21.5,15.0,22.0,,,
gemini,02,38,HVAC,seer,14.0,14.0,13.0,13.0,14.0,,,
gemini,02,38,HVAC,hvac_age,16.0,18.0,18.0,13.0,15.0,,,
gemini,02,38,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,39,HVAC,r_value,14.0,15.0,15.5,15.0,16.0,,,
gemini,02,39,HVAC,seer,12.0,14.0,10.0,13.0,13.0,,,
gemini,02,39,HVAC,hvac_age,25.0,12.0,25.5,13.0,21.0,,,
gemini,02,39,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,40,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,02,40,HVAC,seer,13.0,14.0,10.0,13.0,13.0,,,
gemini,02,40,HVAC,hvac_age,18.0,12.0,25.5,13.0,21.0,,,
gemini,02,40,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,41,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,02,41,HVAC,seer,13.0,13.0,13.0,13.0,14.0,,,
gemini,02,41,HVAC,hvac_age,18.0,18.0,18.0,13.0,15.0,,,
gemini,02,41,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,42,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,02,42,HVAC,seer,10.0,10.0,9.0,13.0,13.0,,,
gemini,02,42,HVAC,hvac_age,32.0,15.0,35.5,13.0,26.0,,,
gemini,02,42,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,43,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,02,43,HVAC,seer,13.0,14.0,10.0,13.0,13.0,,,
gemini,02,43,HVAC,hvac_age,18.0,12.0,25.5,13.0,21.0,,,
gemini,02,43,HVAC,occupancy_context,,,,,,False,True,False
gemini,02,44,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
gemini,02,44,HVAC,seer,15.0,14.0,13.0,13.0,15.0,,,
gemini,02,44,HVAC,hvac_age,10.0,13.0,13.0,13.0,10.0,,,
gemini,02,44,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,45,HVAC,r_value,24.0,19.0,21.5,15.0,22.0,,,
gemini,02,45,HVAC,seer,17.0,15.0,13.0,13.0,16.0,,,
gemini,02,45,HVAC,hvac_age,6.0,8.0,8.0,13.0,5.0,,,
gemini,02,45,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,46,HVAC,r_value,21.0,19.0,21.5,15.0,22.0,,,
gemini,02,46,HVAC,seer,15.0,14.0,13.0,13.0,14.0,,,
gemini,02,46,HVAC,hvac_age,16.0,18.0,18.0,13.0,15.0,,,
gemini,02,46,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,47,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,02,47,HVAC,seer,13.0,14.0,10.0,13.0,13.0,,,
gemini,02,47,HVAC,hvac_age,20.0,12.0,25.5,13.0,21.0,,,
gemini,02,47,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,48,HVAC,r_value,24.0,19.0,21.5,15.0,22.0,,,
gemini,02,48,HVAC,seer,22.0,16.0,14.0,13.0,16.0,,,
gemini,02,48,HVAC,hvac_age,1.0,3.0,3.0,13.0,5.0,,,
gemini,02,48,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,49,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
gemini,02,49,HVAC,seer,20.0,16.0,14.0,13.0,16.0,,,
gemini,02,49,HVAC,hvac_age,3.0,3.0,3.0,13.0,5.0,,,
gemini,02,49,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,50,HVAC,r_value,11.0,9.0,10.0,15.0,9.0,,,
gemini,02,50,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
gemini,02,50,HVAC,hvac_age,20.0,15.0,25.5,13.0,21.0,,,
gemini,02,50,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,51,HVAC,r_value,10.0,9.0,10.0,15.0,9.0,,,
gemini,02,51,HVAC,seer,9.0,10.0,9.0,13.0,13.0,,,
gemini,02,51,HVAC,hvac_age,33.0,18.0,45.5,13.0,16.0,,,
gemini,02,51,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,52,HVAC,r_value,17.0,15.0,15.5,15.0,16.0,,,
gemini,02,52,HVAC,seer,14.0,14.0,13.0,13.0,15.0,,,
gemini,02,52,HVAC,hvac_age,8.0,13.0,13.0,13.0,10.0,,,
gemini,02,52,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,53,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,02,53,HVAC,seer,16.0,14.0,13.0,13.0,14.0,,,
gemini,02,53,HVAC,hvac_age,6.0,18.0,18.0,13.0,15.0,,,
gemini,02,53,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,54,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,02,54,HVAC,seer,15.0,14.0,10.0,13.0,13.0,,,
gemini,02,54,HVAC,hvac_age,11.0,12.0,25.5,13.0,21.0,,,
gemini,02,54,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,55,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
gemini,02,55,HVAC,seer,18.0,14.0,13.0,13.0,15.0,,,
gemini,02,55,HVAC,hvac_age,3.0,13.0,13.0,13.0,10.0,,,
gemini,02,55,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,56,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
gemini,02,56,HVAC,seer,17.0,14.0,13.0,13.0,14.0,,,
gemini,02,56,HVAC,hvac_age,7.0,18.0,18.0,13.0,15.0,,,
gemini,02,56,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,57,HVAC,r_value,24.0,19.0,21.5,15.0,22.0,,,
gemini,02,57,HVAC,seer,19.0,15.0,13.0,13.0,16.0,,,
gemini,02,57,HVAC,hvac_age,4.0,8.0,8.0,13.0,5.0,,,
gemini,02,57,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,58,HVAC,r_value,8.0,9.0,10.0,15.0,9.0,,,
gemini,02,58,HVAC,seer,11.0,10.0,9.0,13.0,12.0,,,
gemini,02,58,HVAC,hvac_age,21.0,15.0,60.0,13.0,18.0,,,
gemini,02,58,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,59,HVAC,r_value,13.0,15.0,15.5,15.0,16.0,,,
gemini,02,59,HVAC,seer,13.0,14.0,9.0,13.0,13.0,,,
gemini,02,59,HVAC,hvac_age,15.0,15.0,45.5,13.0,16.0,,,
gemini,02,59,HVAC,occupancy_context,,,,,,False,True,False
gemini,02,60,HVAC,r_value,20.0,19.0,21.5,15.0,22.0,,,
gemini,02,60,HVAC,seer,16.0,14.0,13.0,13.0,15.0,,,
gemini,02,60,HVAC,hvac_age,6.0,13.0,13.0,13.0,10.0,,,
gemini,02,60,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,61,HVAC,r_value,20.0,19.0,21.5,15.0,22.0,,,
gemini,02,61,HVAC,seer,14.0,14.0,10.0,13.0,13.0,,,
gemini,02,61,HVAC,hvac_age,18.0,15.0,25.5,13.0,21.0,,,
gemini,02,61,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,62,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,02,62,HVAC,seer,12.0,14.0,10.0,13.0,13.0,,,
gemini,02,62,HVAC,hvac_age,24.0,12.0,25.5,13.0,21.0,,,
gemini,02,62,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,63,HVAC,r_value,10.0,9.0,10.0,15.0,9.0,,,
gemini,02,63,HVAC,seer,11.0,10.0,9.0,13.0,13.0,,,
gemini,02,63,HVAC,hvac_age,28.0,15.0,35.5,13.0,26.0,,,
gemini,02,63,HVAC,occupancy_context,,,,,,False,True,False
gemini,02,64,HVAC,r_value,14.0,15.0,15.5,15.0,16.0,,,
gemini,02,64,HVAC,seer,13.0,14.0,13.0,13.0,14.0,,,
gemini,02,64,HVAC,hvac_age,16.0,18.0,18.0,13.0,15.0,,,
gemini,02,64,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,65,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
gemini,02,65,HVAC,seer,15.0,14.0,13.0,13.0,14.0,,,
gemini,02,65,HVAC,hvac_age,14.0,18.0,18.0,13.0,15.0,,,
gemini,02,65,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,66,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,02,66,HVAC,seer,10.0,10.0,9.0,13.0,13.0,,,
gemini,02,66,HVAC,hvac_age,32.0,15.0,35.5,13.0,26.0,,,
gemini,02,66,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,67,HVAC,r_value,14.0,15.0,15.5,15.0,16.0,,,
gemini,02,67,HVAC,seer,13.0,14.0,10.0,13.0,13.0,,,
gemini,02,67,HVAC,hvac_age,22.0,12.0,25.5,13.0,21.0,,,
gemini,02,67,HVAC,occupancy_context,,,,,,True,True,False
gemini,02,68,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,02,68,HVAC,seer,11.0,10.0,10.0,13.0,13.0,,,
gemini,02,68,HVAC,hvac_age,20.0,25.0,25.5,13.0,21.0,,,
gemini,02,68,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,69,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
gemini,02,69,HVAC,seer,14.0,14.0,13.0,13.0,15.0,,,
gemini,02,69,HVAC,hvac_age,12.0,13.0,13.0,13.0,10.0,,,
gemini,02,69,HVAC,occupancy_context,,,,,,True,True,True
gemini,02,70,HVAC,r_value,16.0,19.0,15.5,15.0,16.0,,,
gemini,02,70,HVAC,seer,13.0,12.0,10.0,13.0,13.0,,,
gemini,02,70,HVAC,hvac_age,18.0,25.0,25.5,13.0,21.0,,,
gemini,02,70,HVAC,occupancy_context,,,,,,False,False,False
gemini,02,71,Appliance,kwh_per_cycle,0.45,1.5,0.55,0.55,0.435,,,
gemini,02,71,Appliance,appliance,,,,,,False,True,True
gemini,02,71,Appliance,baseline_time,,,,,,True,True,False
gemini,02,72,Appliance,kwh_per_cycle,3.2,3.3,2.1,2.1,3.3,,,
gemini,02,72,Appliance,appliance,,,,,,True,True,True
gemini,02,72,Appliance,baseline_time,,,,,,True,True,True
gemini,02,73,Appliance,kwh_per_cycle,1.35,1.2,1.0,1.0,1.1,,,
gemini,02,73,Appliance,appliance,,,,,,True,True,True
gemini,02,73,Appliance,baseline_time,,,,,,True,True,False
gemini,02,74,Appliance,kwh_per_cycle,0.28,1.2,0.55,0.55,0.2,,,
gemini,02,74,Appliance,appliance,,,,,,False,True,True
gemini,02,74,Appliance,baseline_time,,,,,,True,True,False
gemini,02,75,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,2.8,,,
gemini,02,75,Appliance,appliance,,,,,,True,True,True
gemini,02,75,Appliance,baseline_time,,,,,,True,True,False
gemini,02,76,Appliance,kwh_per_cycle,0.65,1.5,0.55,0.55,0.35,,,
gemini,02,76,Appliance,appliance,,,,,,True,True,True
gemini,02,76,Appliance,baseline_time,,,,,,True,True,False
gemini,02,77,Appliance,kwh_per_cycle,2.8,3.3,2.1,2.1,2.6,,,
gemini,02,77,Appliance,appliance,,,,,,True,True,True
gemini,02,77,Appliance,baseline_time,,,,,,True,True,False
gemini,02,78,Appliance,kwh_per_cycle,1.4,1.5,1.0,1.0,1.15,,,
gemini,02,78,Appliance,appliance,,,,,,True,True,True
gemini,02,78,Appliance,baseline_time,,,,,,True,True,False
gemini,02,79,Appliance,kwh_per_cycle,3.0,3.3,2.1,2.1,3.3,,,
gemini,02,79,Appliance,appliance,,,,,,True,True,True
gemini,02,79,Appliance,baseline_time,,,,,,True,True,False
gemini,02,80,Appliance,kwh_per_cycle,0.95,1.2,1.0,1.0,0.91,,,
gemini,02,80,Appliance,appliance,,,,,,True,True,True
gemini,02,80,Appliance,baseline_time,,,,,,True,True,True
gemini,02,81,Appliance,kwh_per_cycle,0.95,1.2,1.0,1.0,1.1,,,
gemini,02,81,Appliance,appliance,,,,,,True,True,True
gemini,02,81,Appliance,baseline_time,,,,,,True,True,False
gemini,02,82,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.365,,,
gemini,02,82,Appliance,appliance,,,,,,True,True,True
gemini,02,82,Appliance,baseline_time,,,,,,True,True,False
gemini,02,83,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,2.5,,,
gemini,02,83,Appliance,appliance,,,,,,True,True,True
gemini,02,83,Appliance,baseline_time,,,,,,True,True,False
gemini,02,84,Appliance,kwh_per_cycle,3.2,3.3,2.1,2.1,3.3,,,
gemini,02,84,Appliance,appliance,,,,,,True,True,True
gemini,02,84,Appliance,baseline_time,,,,,,True,True,False
gemini,02,85,Appliance,kwh_per_cycle,0.95,1.5,1.0,1.0,1.15,,,
gemini,02,85,Appliance,appliance,,,,,,True,True,True
gemini,02,85,Appliance,baseline_time,,,,,,True,True,False
gemini,02,86,Appliance,kwh_per_cycle,0.22,1.5,0.55,0.55,0.365,,,
gemini,02,86,Appliance,appliance,,,,,,True,True,True
gemini,02,86,Appliance,baseline_time,,,,,,True,False,False
gemini,02,87,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.35,,,
gemini,02,87,Appliance,appliance,,,,,,True,True,True
gemini,02,87,Appliance,baseline_time,,,,,,True,True,False
gemini,02,88,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,3.3,,,
gemini,02,88,Appliance,appliance,,,,,,True,True,True
gemini,02,88,Appliance,baseline_time,,,,,,True,True,False
gemini,02,89,Appliance,kwh_per_cycle,0.28,1.5,0.55,0.55,0.435,,,
gemini,02,89,Appliance,appliance,,,,,,True,True,True
gemini,02,89,Appliance,baseline_time,,,,,,True,True,False
gemini,02,90,Appliance,kwh_per_cycle,0.95,1.8,1.0,1.0,1.15,,,
gemini,02,90,Appliance,appliance,,,,,,True,True,True
gemini,02,90,Appliance,baseline_time,,,,,,True,True,False
gemini,02,91,Appliance,kwh_per_cycle,0.38,0.35,0.55,0.55,0.2,,,
gemini,02,91,Appliance,appliance,,,,,,True,True,True
gemini,02,91,Appliance,baseline_time,,,,,,True,True,True
gemini,02,92,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,2.5,,,
gemini,02,92,Appliance,appliance,,,,,,True,True,True
gemini,02,92,Appliance,baseline_time,,,,,,True,True,False
gemini,02,93,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,2.8,,,
gemini,02,93,Appliance,appliance,,,,,,True,True,True
gemini,02,93,Appliance,baseline_time,,,,,,True,True,False
gemini,02,94,Appliance,kwh_per_cycle,0.95,1.5,1.0,1.0,1.1,,,
gemini,02,94,Appliance,appliance,,,,,,True,True,True
gemini,02,94,Appliance,baseline_time,,,,,,True,True,False
gemini,02,95,Appliance,kwh_per_cycle,1.2,3.3,2.1,2.1,3.3,,,
gemini,02,95,Appliance,appliance,,,,,,True,True,True
gemini,02,95,Appliance,baseline_time,,,,,,True,True,False
gemini,02,96,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.435,,,
gemini,02,96,Appliance,appliance,,,,,,True,True,True
gemini,02,96,Appliance,baseline_time,,,,,,True,True,False
gemini,02,97,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,3.3,,,
gemini,02,97,Appliance,appliance,,,,,,True,True,True
gemini,02,97,Appliance,baseline_time,,,,,,True,True,False
gemini,02,98,Appliance,kwh_per_cycle,3.5,2.5,2.1,2.1,2.8,,,
gemini,02,98,Appliance,appliance,,,,,,True,True,True
gemini,02,98,Appliance,baseline_time,,,,,,True,True,False
gemini,02,99,Appliance,kwh_per_cycle,0.95,1.8,1.0,1.0,1.7,,,
gemini,02,99,Appliance,appliance,,,,,,True,True,True
gemini,02,99,Appliance,baseline_time,,,,,,True,True,False
gemini,02,100,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.35,,,
gemini,02,100,Appliance,appliance,,,,,,True,True,True
gemini,02,100,Appliance,baseline_time,,,,,,True,True,False
gemini,02,101,Appliance,kwh_per_cycle,3.5,2.5,2.1,2.1,2.8,,,
gemini,02,101,Appliance,appliance,,,,,,True,True,True
gemini,02,101,Appliance,baseline_time,,,,,,True,True,False
gemini,02,102,Appliance,kwh_per_cycle,2.5,3.0,2.1,2.1,2.5,,,
gemini,02,102,Appliance,appliance,,,,,,True,True,True
gemini,02,102,Appliance,baseline_time,,,,,,True,True,False
gemini,02,103,Appliance,kwh_per_cycle,1.15,1.2,1.0,1.0,1.1,,,
gemini,02,103,Appliance,appliance,,,,,,True,True,True
gemini,02,103,Appliance,baseline_time,,,,,,True,True,True
gemini,02,104,Appliance,kwh_per_cycle,0.95,1.2,1.0,1.0,1.1,,,
gemini,02,104,Appliance,appliance,,,,,,True,True,True
gemini,02,104,Appliance,baseline_time,,,,,,True,True,False
gemini,02,105,Appliance,kwh_per_cycle,1.55,1.5,1.0,1.0,1.7,,,
gemini,02,105,Appliance,appliance,,,,,,True,True,True
gemini,02,105,Appliance,baseline_time,,,,,,True,True,False
gemini,02,106,Appliance,kwh_per_cycle,0.22,0.35,0.55,0.55,0.2,,,
gemini,02,106,Appliance,appliance,,,,,,True,True,True
gemini,02,106,Appliance,baseline_time,,,,,,True,True,False
gemini,02,107,Appliance,kwh_per_cycle,2.9,3.3,2.1,2.1,2.6,,,
gemini,02,107,Appliance,appliance,,,,,,True,True,True
gemini,02,107,Appliance,baseline_time,,,,,,True,True,False
gemini,02,108,Appliance,kwh_per_cycle,0.45,1.5,0.55,0.55,0.35,,,
gemini,02,108,Appliance,appliance,,,,,,True,True,True
gemini,02,108,Appliance,baseline_time,,,,,,True,True,False
gemini,02,109,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.365,,,
gemini,02,109,Appliance,appliance,,,,,,False,True,True
gemini,02,109,Appliance,baseline_time,,,,,,True,True,False
gemini,02,110,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,3.3,,,
gemini,02,110,Appliance,appliance,,,,,,True,True,True
gemini,02,110,Appliance,baseline_time,,,,,,True,True,False
gemini,02,111,Appliance,kwh_per_cycle,1.25,1.2,1.0,1.0,1.1,,,
gemini,02,111,Appliance,appliance,,,,,,True,True,True
gemini,02,111,Appliance,baseline_time,,,,,,True,True,False
gemini,02,112,Appliance,kwh_per_cycle,2.5,3.3,2.1,2.1,2.5,,,
gemini,02,112,Appliance,appliance,,,,,,True,True,True
gemini,02,112,Appliance,baseline_time,,,,,,True,True,False
gemini,02,113,Appliance,kwh_per_cycle,1.25,1.2,1.0,1.0,1.1,,,
gemini,02,113,Appliance,appliance,,,,,,True,True,True
gemini,02,113,Appliance,baseline_time,,,,,,True,True,False
gemini,02,114,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.365,,,
gemini,02,114,Appliance,appliance,,,,,,True,True,True
gemini,02,114,Appliance,baseline_time,,,,,,True,True,False
gemini,02,115,Appliance,kwh_per_cycle,0.95,1.5,1.0,1.0,1.15,,,
gemini,02,115,Appliance,appliance,,,,,,True,True,True
gemini,02,115,Appliance,baseline_time,,,,,,True,True,True
gemini,02,116,Appliance,kwh_per_cycle,0.28,0.45,0.55,0.55,0.2,,,
gemini,02,116,Appliance,appliance,,,,,,True,True,True
gemini,02,116,Appliance,baseline_time,,,,,,True,True,False
gemini,02,117,Appliance,kwh_per_cycle,3.2,3.3,2.1,2.1,2.8,,,
gemini,02,117,Appliance,appliance,,,,,,True,True,True
gemini,02,117,Appliance,baseline_time,,,,,,True,True,False
gemini,02,118,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.365,,,
gemini,02,118,Appliance,appliance,,,,,,True,True,True
gemini,02,118,Appliance,baseline_time,,,,,,True,True,False
gemini,02,119,Appliance,kwh_per_cycle,0.35,0.9,0.55,0.55,0.365,,,
gemini,02,119,Appliance,appliance,,,,,,True,True,True
gemini,02,119,Appliance,baseline_time,,,,,,True,True,False
gemini,02,120,Appliance,kwh_per_cycle,3.0,3.3,2.1,2.1,2.6,,,
gemini,02,120,Appliance,appliance,,,,,,True,True,True
gemini,02,120,Appliance,baseline_time,,,,,,True,True,False
gemini,02,121,Appliance,kwh_per_cycle,1.25,1.2,1.0,1.0,1.1,,,
gemini,02,121,Appliance,appliance,,,,,,True,True,True
gemini,02,121,Appliance,baseline_time,,,,,,True,True,False
gemini,02,122,Appliance,kwh_per_cycle,2.8,3.0,2.1,2.1,2.5,,,
gemini,02,122,Appliance,appliance,,,,,,True,True,True
gemini,02,122,Appliance,baseline_time,,,,,,True,True,False
gemini,02,123,Appliance,kwh_per_cycle,1.1,1.2,1.0,1.0,0.91,,,
gemini,02,123,Appliance,appliance,,,,,,True,True,True
gemini,02,123,Appliance,baseline_time,,,,,,True,True,False
gemini,02,124,Appliance,kwh_per_cycle,2.8,3.3,2.1,2.1,2.6,,,
gemini,02,124,Appliance,appliance,,,,,,True,True,True
gemini,02,124,Appliance,baseline_time,,,,,,True,True,False
gemini,02,125,Appliance,kwh_per_cycle,0.85,2.1,0.55,0.55,0.35,,,
gemini,02,125,Appliance,appliance,,,,,,False,True,True
gemini,02,125,Appliance,baseline_time,,,,,,True,True,False
gemini,02,126,Appliance,kwh_per_cycle,1.05,1.2,1.0,1.0,1.1,,,
gemini,02,126,Appliance,appliance,,,,,,True,True,True
gemini,02,126,Appliance,baseline_time,,,,,,True,True,False
gemini,02,127,Appliance,kwh_per_cycle,0.35,1.5,0.55,0.55,0.365,,,
gemini,02,127,Appliance,appliance,,,,,,True,True,True
gemini,02,127,Appliance,baseline_time,,,,,,True,True,False
gemini,02,128,Appliance,kwh_per_cycle,2.9,3.3,2.1,2.1,2.6,,,
gemini,02,128,Appliance,appliance,,,,,,True,True,True
gemini,02,128,Appliance,baseline_time,,,,,,True,True,False
gemini,02,129,Appliance,kwh_per_cycle,1.25,1.5,1.0,1.0,1.15,,,
gemini,02,129,Appliance,appliance,,,,,,True,True,True
gemini,02,129,Appliance,baseline_time,,,,,,True,True,False
gemini,02,130,Appliance,kwh_per_cycle,0.42,1.2,0.55,0.55,0.365,,,
gemini,02,130,Appliance,appliance,,,,,,True,True,True
gemini,02,130,Appliance,baseline_time,,,,,,True,True,False
gemini,02,131,Appliance,kwh_per_cycle,3.1,3.3,2.1,2.1,3.3,,,
gemini,02,131,Appliance,appliance,,,,,,True,True,True
gemini,02,131,Appliance,baseline_time,,,,,,True,True,True
gemini,02,132,Appliance,kwh_per_cycle,0.85,1.2,1.0,1.0,0.91,,,
gemini,02,132,Appliance,appliance,,,,,,True,True,True
gemini,02,132,Appliance,baseline_time,,,,,,True,True,False
gemini,02,133,Appliance,kwh_per_cycle,0.3,1.5,0.55,0.55,0.365,,,
gemini,02,133,Appliance,appliance,,,,,,False,True,True
